"","PoolID","Id_code","Time_Point","Foundation_spp","Before_After","Removal_Control","Day_Night","Group","TADeltaTime","DICDeltaTime","DeltaTime","DeltaNN","DeltaNH4","DeltaPO","DeltapH","DeltapCO2","DeltaDO","SurfaceArea","Vol","SAtoV","TideHeight","SamplingVolume","AdjSamplingVolume","DeltaTA_N_Norm","NEC.mmol.m2.hr","Tempmean","pCO2mean","Salinitymean","Windmean","pHmean","DOmean","NNmean","NH4mean","POmean","K","dpCO2","a","F_CO2","NEP.mmol.m2.hr"
"108","4","D_4_4_AI",4,"Phyllospadix","After","Control","Day","After_Control",-52.1493523262939,157.713393009245,3.23333333333333,-0.5982512,2.9492484,-0.200167,0.263033452599498,-475.75700294735,6.46353297949296,1.229,0.0994791085866816,12.354352762712,0.940149,0.0981291085866816,0.0981291085866816,48.2015187262939,0.608838141305928,12.65,720.274641740408,34.75,1.05,7.82246943150387,10.6882335102535,2.0030056,3.2264334,0.8361815,0.280906109788543,309.414641740408,0.040338763985128,0.0350610270040505,3.34028770364518
"109","4","N_4_4_AI",4,"Phyllospadix","After","Control","Night","After_Control",132.694289541419,-266.513110977369,3.31666666666667,-1.1207744,2.1398682,0.45199,-0.430896593852736,1325.80294648284,-4.78,1.229,0.0994791085866816,12.354352762712,0.940149,0.0981291085866816,0.0981141085866816,-135.050952141419,-1.66272735567383,11.2,1312.18465193163,35.45,0.45,7.62888720561832,3.31,1.7568896,6.1147011,1.117061,0.0495229975074588,901.324651931632,0.0420831243668969,0.0187843490067558,-4.91859703087033
"110","4","N_4_4_BC",4,"Phyllospadix","Before","Control","Night","Before_Control",100.843884481224,-224.656261982726,3.1,-0.1022328,4.1356002,0.2473031,-0.419905136258854,1054.88906681658,-2.21,1.229,0.0994791085866816,12.354352762712,0.940149,0.0981291085866816,0.0981291085866816,-104.587111281224,-1.37786948734551,15.45,1100.659998047,33.15,4.85,7.68621044997509,4.155,0.40552344,6.3475365,0.46716395,6.46827254221216,689.799998047003,0.0373375738115937,1.66593324007699,-6.20747398856362
"111","5","D_5_4_AI",4,"Phyllospadix","After","Control","Day","After_Control",60.2676578302544,61.8840531168837,3.23333333333333,-0.9163088,2.993598,0.0387419999999999,0.207890276938575,-203.435463601595,11.8446035697179,1.533,0.0893765512502866,17.1521498486448,0.781399,0.0880265512502866,0.0880265512502866,-64.1000806302544,-0.582271142140917,12.85,390.648761896367,35.2,1.05,8.05752280452025,14.9276982151411,1.2381528,3.2818704,0.665071,0.282477348624096,-20.2112381036335,0.0399833410632644,-0.00228273568592976,1.7088363415737
"112","5","N_5_4_AI",4,"Phyllospadix","After","Control","Night","After_Control",396.238780262436,-515.829672553984,3.33333333333333,-0.113592,-0.5765448,-0.0581130000000001,-0.33868728290228,1778.76773196746,-2.73,1.533,0.0893765512502866,17.1521498486448,0.781399,0.0880265512502866,0.0880165512502866,-395.892053462436,-3.48791481771627,10.9,1968.06213996959,35.45,0.45,7.48174387587493,2.175,0.965532,3.0157728,0.8361815,0.0490992292400355,1557.20213996959,0.042494416449937,0.0324901365198693,-5.63376992416835
"113","5","N_5_4_BC",4,"Phyllospadix","Before","Control","Night","Before_Control",282.099286784748,-386.909381584715,3.16666666666667,0.20749472,0.4878456,0.2892736,-0.347172524807784,1358.91436745102,-0.33,1.533,0.0893765512502866,17.1521498486448,0.781399,0.0880265512502866,0.0880265512502866,-281.801090464748,-2.61371053962529,15.45,1498.66151619952,33.1,4.85,7.599445457647,4.115,0.70654224,6.7522266,0.6689452,6.46827254221216,1087.80151619952,0.0373479886206242,2.62787793485204,-7.19135132208866
"114","6","D_6_4_AI",4,"Phyllospadix","After","Removal","Day","After_Removal",-244.563732741806,635.54688435191,3.25,-2.6466936,2.0844312,0.5733816,0.739862828016664,-574.844506586268,15.8616046721921,0.683,0.0323204384636221,21.1321390571091,0.905224,0.0309704384636221,0.0309704384636221,240.979371141806,1.71976376416342,13.95,354.689406557873,34.75,0.75,8.21126583784095,16.3191976639039,4.0912052,4.0579884,0.9013972,0.148559080279496,-56.1705934421273,0.0387352036136398,-0.0032323178270439,7.35470562226894
"115","6","N_6_4_AI",4,"Phyllospadix","After","Removal","Night","After_Removal",160.723563125547,-263.908314179941,3.28333333333333,0.5793192,2.8494618,-2.156638,-0.303329924883034,1277.25703654076,-2.75,0.683,0.0323204384636221,21.1321390571091,0.905224,0.0309704384636221,0.0309304384636221,-167.306981725547,-1.18034808446478,11.05,1680.56793975656,35.55,0.45,7.52186004422358,2.815,2.3418884,2.5112961,1.67882,0.0493108860381409,1269.70793975656,0.0422638121703929,0.0264615517951824,-2.56985135207235
"116","6","N_6_4_BC",4,"Phyllospadix","Before","Removal","Night","Before_Removal",157.087786451597,-253.052391179046,3.1,-0.20711608,0.388059,0.2576343,-0.325006190817503,1348.89641359447,-0.49,0.683,0.027431630832962,24.898264494698,0.905224,0.026081630832962,0.026081630832962,-157.167692931597,-0.990287420315068,15.45,1652.87389010551,33.1,4.85,7.53773348156927,2.925,0.47197476,7.5006261,0.52333985,6.46827254221216,1242.01389010551,0.0373479886206242,3.00041951402223,-5.19901391784034
"117","7","D_7_4_AI",4,"Phyllospadix","After","Removal","Day","After_Removal",-120.909379467941,263.097208713469,3.2,-1.6054336,3.8473278,0.213081,0.350285404148983,-466.468311019606,6.73959840600582,3.083,0.216552996557278,14.2366997871791,0.705199,0.215202996557278,0.215162996557278,115.882780067941,1.29273237266911,12.4,518.981826257651,35.4,1.35,7.95775532605015,11.3602007969971,3.3017408,3.9526581,1.3462845,0.46111635295716,108.121826257651,0.0405091231580494,0.0201965290999824,4.55704209242653
"118","7","N_7_4_AI",4,"Phyllospadix","After","Removal","Night","After_Removal",91.2906002564919,-185.312064585757,3.3,-0.20673744,3.049035,0.464904,-0.292001812272822,682.188623297159,-3.59,3.083,0.216552996557278,14.2366997871791,0.705199,0.215202996557278,0.215202996557278,-93.6165646964919,-1.01288278098051,11.3,929.097901801794,35.5,0.6,7.73529707548074,4.685,0.76750328,4.2076683,1.142889,0.0882927168089372,518.237901801794,0.04193539715531,0.0191882254813439,-3.01626671439766
"119","7","N_7_4_BC",4,"Phyllospadix","Before","Removal","Night","Before_Removal",249.085794094976,-363.470305790867,3.08333333333333,-0.67246464,0.776117999999999,1.426997,-0.384327029693644,1052.16218003607,-3.77,2.99,0.257424427350927,11.6150593429269,0.705199,0.256074427350927,0.256074427350927,-247.680382734976,-3.51893943351389,15.4,1068.30805248331,33,4.95,7.72688454830152,4.825,0.51192128,7.9607532,1.3785695,6.72882510756276,657.448052483315,0.0374251535647396,1.65563376468192,-8.46476293180023
"120","8","D_8_4_AI",4,"Phyllospadix","After","Control","Day","After_Control",63.0046546508688,-5.58119211583698,3.2,-3.0707704,1.6409352,-0.1323685,0.143946461413,-291.346776377486,2.07673243309124,0.886,0.063797986966607,13.8875855199592,0.778224,0.062447986966607,0.062447986966607,-67.9810972508688,-0.765893795256975,12.75,930.391778738743,35.25,1.35,7.71593313008958,8.28163378345438,4.4092628,4.7786694,1.35758425,0.465652973455869,519.531778738743,0.0400979615700563,0.0970055971467251,0.54312969804126
"121","8","N_8_4_AI",4,"Phyllospadix","After","Control","Night","After_Control",200.170570152909,-305.338529062785,3.28333333333333,-1.344172,0.643069199999999,0.574673,-0.336561639488417,1287.69794115991,-3.21,0.886,0.063797986966607,13.8875855199592,0.778224,0.062447986966607,0.062447986966607,-201.008465352909,-2.20713923762197,10.9,1524.79886399209,35.5,0.6,7.55385215667182,2.415,1.240046,5.4993504,1.336599,0.087287518648952,1113.93886399209,0.0424822495920133,0.0413067484829288,-4.53960299656596
"122","8","N_8_4_BC",4,"Phyllospadix","Before","Control","Night","Before_Control",137.95704832089,-243.179775822387,3.1,-0.12381528,-5.321952,0.5133315,-0.363237225300137,1122.99518913013,-2.09,0.886,0.063797986966607,13.8875855199592,0.778224,0.062447986966607,0.062447986966607,-131.73224860089,-1.53200707416726,15.2,1251.91075987287,33.3,4.95,7.63901924181603,4.185,0.23911116,15.078864,1.27364325,6.69313399405007,841.050759872868,0.037588756586318,2.11597088069192,-6.24018148763371
"123","9","D_9_4_AI",4,"Mytilus","After","Control","Day","After_Control",-32.2583409353019,48.5007726456029,3.16666666666667,1.2419392,7.3065966,0.619872,0.021002722892054,-95.2291430627974,5.12507794181231,6.453,0.751685393258427,8.58470852017937,1.114313001,0.750335393258427,0.750295393258427,27.4334275353019,0.515221495753494,11.9,1555.79182709998,34.8,1.35,7.48015063526587,8.78746102909384,6.4065888,12.5343057,1.878987,0.454667326817706,1144.93182709998,0.04129949642886,0.214989936092729,1.09155441170444
"124","9","N_9_4_AI",4,"Mytilus","After","Control","Night","After_Control",56.141849747059,-81.7603644683727,3.25,-0.984464,3.437094,0.380963,-0.0714752670469396,447.392963921071,-0.94,6.453,0.751685393258427,8.58470852017937,1.114313001,0.750335393258427,0.750345393258427,-59.801481747059,-1.09439418671647,11,2317.35459263274,35.45,0.6,7.32035822394189,1.7,4.2862048,19.014891,2.2115225,0.0875382805323369,1906.49459263274,0.0423566378294205,0.0706895259247198,-1.96879870079619
"125","9","N_9_4_BC",4,"Mytilus","Before","Control","Night","Before_Control",224.076179942306,-267.539943075636,3.1,0.75728,6.208944,1.0150404,-0.158177065519814,783.866217587606,-0.54,6.453,0.751685393258427,8.58470852017937,1.114313001,0.750335393258427,0.750335393258427,-227.497763142306,-4.36470446141501,15.1,1625.85793183514,33.3,4.75,7.48318300676877,3.34,1.400968,13.85925,1.1325578,6.14678511637447,1214.99793183514,0.0377026676566953,2.8157600932813,-8.71693927854197
